date,09:30:00,10:30:00,11:30:00,12:30:00,13:30:00,14:30:00,15:30:00,09:30:00,10:30:00,11:30:00,12:30:00,13:30:00,14:30:00,15:30:00,09:30:00,10:30:00,11:30:00,12:30:00,13:30:00,14:30:00,15:30:00,09:30:00,10:30:00,11:30:00,12:30:00,13:30:00,14:30:00,15:30:00,09:30:00,10:30:00,11:30:00,12:30:00,13:30:00,14:30:00,15:30:00,09:30:00,10:30:00,11:30:00,12:30:00,13:30:00,14:30:00,15:30:00,09:30:00,10:30:00,11:30:00,12:30:00,13:30:00,14:30:00,15:30:00,09:30:00,10:30:00,11:30:00,12:30:00,13:30:00,14:30:00,15:30:00,09:30:00,10:30:00,11:30:00,12:30:00,13:30:00,14:30:00,15:30:00,09:30:00,10:30:00,11:30:00,12:30:00,13:30:00,14:30:00,15:30:00,targets
2020-04-15,-4.954824997999992,-6.468263761999992,-6.265829276999995,-5.600687399999998,-4.742750776000008,-3.8462552029999983,-4.463198392999999,-4.954824997999992,-6.468263761999992,-6.265829276999995,-5.600687399999998,-4.742750776000008,-3.8462552029999983,-4.463198392999999,-3.855894940000013,-6.044115317999996,-4.800589200000019,-6.41042533800001,-5.73564372300001,-5.244017118000016,-4.6559931399999925,2.062756374999992,-0.4159864450000157,-1.0621956619999935,-0.4639216660000045,0.19164311800000178,-0.367761876000003,0.722113371000006,-1.2261591950000081,-0.7921380790000114,0.5292150969999909,0.7124684579999894,-0.0977042929999925,-1.6891150520000053,-2.4799979750000034,-7.939019125000016,-6.357253280000009,-9.048184200000009,-8.951735063000001,-7.948664038999993,-7.56286749100002,-7.813635247000008,-5.064834845000007,-5.4795661340000095,-5.30113523,-4.659748470000011,-4.659748470000011,-4.8140670890000195,-4.023184165999993,-3.9749595970000087,-2.007397204,-1.1575838580000095,-1.2647388500000147,-3.439184642000015,-3.15514193300001,-3.6180977909999967,-2.856149608999999,-4.273951922000009,-4.601878986999992,-4.2353722670000025,-4.042473993000016,-2.9911784010000133,-1.9013031530000148,-0.2713127389999954,0.26880242799998655,0.9246565589999989,0.8571421629999918,0.7703379399999903,1.320098019999989,1.8935845879999817,1
2020-04-16,0.5205458169999986,-1.6676745609999841,-0.4241484430000071,-2.0339845809999986,-1.359202965999998,-0.8675763610000047,-0.27955238299998086,0.5205458169999986,-1.6676745609999841,-0.4241484430000071,-2.0339845809999986,-1.359202965999998,-0.8675763610000047,-0.27955238299998086,6.439197132000004,3.960454311999996,3.314245095000018,3.912519091000007,4.5680838750000134,4.008678881000009,5.098554128000018,3.1502815620000035,3.5843026780000002,4.905655854000003,5.088909215000001,4.278736464000019,2.6873257050000063,1.8964427820000083,-3.562578368000004,-1.9808125229999973,-4.671743442999997,-4.575294305999989,-3.5722232819999817,-3.1864267340000083,-3.437194489999996,-0.6883940879999955,-1.1031253769999978,-0.9246944729999882,-0.28330771299999924,-0.28330771299999924,-0.4376263320000078,0.3532565910000187,0.401481160000003,2.3690435530000116,3.218856899000002,3.111701906999997,0.9372561149999967,1.2212988240000016,0.7583429660000149,1.5202911480000125,0.10248883500000261,-0.22543822999998042,0.1410684900000092,0.3339667639999959,1.3852623559999984,2.475137603999997,4.105128018000016,4.645243184999998,5.3010973160000106,5.2335829200000035,5.146778697000002,5.696538777000001,6.270025344999993,9.622018650000001,7.885934186000014,6.660933697000019,5.908630428999999,6.824993679000016,7.075761435000004,6.955392912999997,1
2020-04-17,5.986129476000002,3.507386655999994,2.8611774390000164,3.4594514350000054,4.115016219000012,3.555611225000007,4.645486472000016,5.986129476000002,3.507386655999994,2.8611774390000164,3.4594514350000054,4.115016219000012,3.555611225000007,4.645486472000016,2.6972139060000018,3.1312350219999985,4.452588198000001,4.635841558999999,3.8256688080000174,2.2342580490000046,1.4433751260000065,-4.015646024000006,-2.433880178999999,-5.124811098999999,-5.028361961999991,-4.0252909379999835,-3.63949439000001,-3.8902621459999978,-1.1414617439999972,-1.5561930329999996,-1.37776212899999,-0.736375369000001,-0.736375369000001,-0.8906939880000095,-0.09981106499998305,-0.05158649599999876,1.9159758970000098,2.7657892430000004,2.658634250999995,0.48418845899999496,0.7682311679999998,0.3052753100000132,1.0672234920000108,-0.35057882099999915,-0.6785058859999822,-0.31199916599999256,-0.11910089200000584,0.9321946999999966,2.022069947999995,3.6520603620000145,4.1921755289999965,4.848029660000009,4.780515264000002,4.693711041,5.243471120999999,5.816957688999992,9.168950994,7.4328665300000125,6.207866041000017,5.455562772999997,6.3719260230000145,6.622693779000002,6.502325256999995,9.73800090200001,9.61252057499999,10.422789775000012,10.596398221000015,11.252252352,10.731427013000001,11.358346403000013,1
2020-04-20,-3.8869002190000117,-3.452879103000015,-2.1315259270000126,-1.9482725660000142,-2.758445316999996,-4.349856076000009,-5.140738999000007,-3.8869002190000117,-3.452879103000015,-2.1315259270000126,-1.9482725660000142,-2.758445316999996,-4.349856076000009,-5.140738999000007,-10.59976014900002,-9.017994304000013,-11.708925224000012,-11.612476087000005,-10.609405062999997,-10.223608515000024,-10.474376271000011,-7.725575869000011,-8.140307158000013,-7.961876254000003,-7.3204894940000145,-7.3204894940000145,-7.474808113000023,-6.6839251899999965,-6.635700621000012,-4.668138228000004,-3.818324882000013,-3.9254798740000183,-6.0999256660000185,-5.815882957000014,-6.278838815,-5.516890633000003,-6.934692946000013,-7.262620010999996,-6.896113291000006,-6.703215017000019,-5.651919425000017,-4.562044177000018,-2.932053762999999,-2.391938596000017,-1.7360844650000047,-1.8035988610000118,-1.8904030840000132,-1.3406430040000146,-0.7671564360000218,2.584836868999986,0.848752404999999,-0.37624808399999665,-1.1285513520000165,-0.21218810199999893,0.03857965399998875,-0.08178886800001806,3.1538867769999968,3.028406449999977,3.838675649999999,4.012284096000002,4.668138226999986,4.147312887999988,4.7742322779999995,1.7650192059999767,2.334069112999998,1.3406430029999967,0.028934741000000486,0.6654990440000006,0.6462092169999778,1.28585989299998,0
2020-04-21,-5.459021150000012,-3.8772553050000056,-6.568186225000005,-6.471737087999998,-5.46866606399999,-5.082869516000017,-5.333637272000004,-5.459021150000012,-3.8772553050000056,-6.568186225000005,-6.471737087999998,-5.46866606399999,-5.082869516000017,-5.333637272000004,-2.5848368700000037,-2.999568159000006,-2.8211372549999965,-2.1797504950000075,-2.1797504950000075,-2.334069114000016,-1.5431861909999895,-1.4949616220000053,0.4726007710000033,1.322414116999994,1.2152591249999887,-0.9591866670000115,-0.6751439580000067,-1.1380998159999933,-0.37615163399999574,-1.7939539470000057,-2.1218810119999887,-1.755374291999999,-1.5624760180000123,-0.5111804260000099,0.5786948219999886,2.208685236000008,2.74880040299999,3.4046545340000023,3.337140137999995,3.2503359149999937,3.8000959949999924,4.373582562999985,7.725575867999993,5.989491404000006,4.76449091500001,4.01218764699999,4.928550897000008,5.179318652999996,5.058950130999989,8.294625776000004,8.169145448999984,8.979414649000006,9.153023095000009,9.808877225999993,9.288051886999995,9.914971277000006,6.905758204999984,7.474808112000005,6.481382002000004,5.1696737400000075,5.806238043000008,5.786948215999985,6.426598891999987,2.430518250999995,2.1218810130000065,1.4660268810000048,0.6751439589999961,0.39544146200000796,0.6365643039999895,0.4822456850000094,1
2020-04-22,3.5300384109999925,3.11530712199999,3.2937380259999998,3.9351247859999887,3.9351247859999887,3.78080616699998,4.571689090000007,3.5300384109999925,3.11530712199999,3.2937380259999998,3.9351247859999887,3.9351247859999887,3.78080616699998,4.571689090000007,4.619913658999991,6.5874760519999995,7.43728939799999,7.330134405999985,5.155688613999985,5.4397313229999895,4.976775465000003,5.7387236470000005,4.320921333999991,3.9929942690000075,4.359500988999997,4.552399262999984,5.603694854999986,6.693570102999985,8.323560517000004,8.863675683999986,9.519529814999999,9.452015418999991,9.36521119599999,9.914971275999989,10.488457843999981,13.840451148999989,12.104366685000002,10.879366196000007,10.127062927999987,11.043426178000004,11.294193933999992,11.173825411999985,14.409501057,14.28402072999998,15.094289930000002,15.267898376000005,15.923752506999989,15.40292716799999,16.029846558000003,13.02063348599998,13.589683393000001,12.596257283,11.284549021000004,11.921113324000004,11.901823496999981,12.541474172999983,8.545393531999991,8.236756294000003,7.580902162000001,6.790019239999992,6.510316743000004,6.751439584999986,6.597120966000006,4.494529780999983,4.359404539999986,4.059158375999999,4.7742322779999995,4.156957801000004,4.59580137399999,6.249904072999982,1
2020-04-23,0.6365643039999895,2.604126696999998,3.4539400429999887,3.3467850509999835,1.1723392589999833,1.456381967999988,0.9934261100000015,0.6365643039999895,2.604126696999998,3.4539400429999887,3.3467850509999835,1.1723392589999833,1.456381967999988,0.9934261100000015,1.755374291999999,0.33757197899998914,0.00964491400000611,0.37615163399999574,0.5690499079999825,1.620345499999985,2.7102207479999834,4.340211162000003,4.880326328999985,5.536180459999997,5.46866606399999,5.3818618409999885,5.931621920999987,6.50510848899998,9.857101793999988,8.12101733,6.896016841000005,6.143713572999985,7.060076823000003,7.3108445789999905,7.190476056999984,10.426151701999999,10.300671374999979,11.110940575,11.284549021000004,11.940403151999988,11.41957781299999,12.046497203000001,9.037284130999979,9.606334038,8.612907927999998,7.301199666000002,7.937763969000002,7.91847414199998,8.558124817999982,4.56204417699999,4.253406939000001,3.5975528069999996,2.806669884999991,2.5269673880000028,2.7680902299999843,2.613771611000004,0.5111804259999815,0.37605518499998425,0.07580902099999776,0.7908829229999981,0.17360844600000291,0.6124520189999885,2.2665547179999805,5.073224603,5.534926620999983,6.172744763999987,6.192034590999981,5.844817697999986,6.182389677000003,4.880326328999985,1
2020-04-24,1.1284549020000156,-0.2893474109999943,-0.6172744759999773,-0.2507677559999877,-0.05786948200000097,0.9934261100000015,2.083301358,1.1284549020000156,-0.2893474109999943,-0.6172744759999773,-0.2507677559999877,-0.05786948200000097,0.9934261100000015,2.083301358,3.7132917720000194,4.253406939000001,4.909261070000014,4.841746674000007,4.754942451000005,5.304702531000004,5.8781890989999965,9.230182404000004,7.494097940000017,6.269097451000022,5.516794183000002,6.433157433000019,6.683925189000007,6.563556667,9.799232312000015,9.673751984999996,10.484021185000017,10.65762963100002,11.313483762000004,10.792658423000006,11.419577813000018,8.410364740999995,8.979414648000017,7.985988538000015,6.674280276000019,7.310844579000019,7.291554751999996,7.931205427999998,3.9351247870000066,3.626487549000018,2.970633417000016,2.1797504950000075,1.9000479980000193,2.141170840000001,1.9868522210000208,-0.11573896400000194,-0.2508642049999992,-0.5511103689999857,0.16396353300001465,-0.4533109439999805,-0.014467370999994955,1.6396353279999971,4.4463052130000165,4.908007230999999,5.545825374000003,5.565115200999998,5.217898308000002,5.55547028700002,4.253406939000001,4.6584933139999976,3.288915569000011,3.115307123000008,3.240691001000016,3.288915569000011,2.5751919559999976,2.787380057000007,1
2020-04-27,1.5238963640000236,2.0640115310000056,2.719865662000018,2.652351266000011,2.5655470430000094,3.115307123000008,3.6887936910000008,1.5238963640000236,2.0640115310000056,2.719865662000018,2.652351266000011,2.5655470430000094,3.115307123000008,3.6887936910000008,7.0407869960000085,5.304702532000022,4.079702043000026,3.327398775000006,4.243762025000024,4.494529781000011,4.3741612590000045,7.609836904000019,7.484356577,8.294625777000022,8.468234223000024,9.124088354000008,8.60326301500001,9.230182405000022,6.220969332999999,6.790019240000021,5.796593130000019,4.484884868000023,5.121449171000023,5.102159344,5.741810020000003,1.7457293790000108,1.4370921410000221,0.7812380090000204,-0.009644912999988264,-0.28934740999997643,-0.04822456799999486,-0.20254318699997498,-2.3051343719999977,-2.440259612999995,-2.7405057769999814,-2.025431874999981,-2.6427063519999763,-2.2038627789999907,-0.5497600799999987,2.2569098050000207,2.7186118230000034,3.3564299660000074,3.375719793000002,3.0285029000000065,3.366074879000024,2.0640115310000056,2.469097906000002,1.0995201610000152,0.9259117150000122,1.0512955930000203,1.0995201610000152,0.38579654800000185,0.5979846490000114,1.4370921410000221,2.0640115310000056,2.285844546000021,3.0285029000000065,2.4932101900000134,1.8228886880000061,1.41780231300001,1
2020-04-28,3.4239443609999967,1.6878598970000098,0.4628594080000141,-0.28944386000000577,0.6269193900000118,0.8776871459999995,0.7573186239999927,3.4239443609999967,1.6878598970000098,0.4628594080000141,-0.28944386000000577,0.6269193900000118,0.8776871459999995,0.7573186239999927,3.9929942690000075,3.867513941999988,4.67778314200001,4.851391588000013,5.507245718999997,4.986420379999998,5.61333977000001,2.6041266979999875,3.173176605000009,2.1797504950000075,0.8680422330000113,1.5046065360000114,1.4853167089999886,2.124967384999991,-1.871113256000001,-2.1797504939999897,-2.8356046259999914,-3.626487548,-3.9061900449999882,-3.6650672030000067,-3.8193858219999868,-5.9219770070000095,-6.057102248000007,-6.357348411999993,-5.642274509999993,-6.259548986999988,-5.8207054140000025,-4.1666027150000104,-1.359932829999991,-0.8982308120000084,-0.26041266900000437,-0.24112284200001,-0.5883397350000052,-0.2507677559999877,-1.5528311040000062,-1.14774472900001,-2.5173224739999966,-2.6909309199999996,-2.5655470419999915,-2.5173224739999966,-3.23104608700001,-3.0188579860000004,-2.1797504939999897,-1.5528311040000062,-1.3309980889999906,-0.5883397350000052,-1.1236324449999984,-1.7939539470000057,-2.199040322000002,0.7426583550000032,0.8198176639999986,1.1380998159999933,0.9644913699999904,0.8873320600000056,0.9741362830000071,1.359932831000009,1
